Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
48296,"48296.140","Acinetobacter pittii strain UKK-0536","ciprofloxacin","Susceptible","==0.25","==","0.25","mg/L","MIC",,,,"EUCAST",,,,,"Laboratory Method",,
485,"485.3654","Neisseria gonorrhoeae ERR1204806","ciprofloxacin",,"32",,"32","mg/L","MIC",,,"bioMeurieux",,,,,,"Laboratory Method",,"32829411"
590,"590.16971","Salmonella enterica SRR3295964","ciprofloxacin",,"0.5",,"0.5","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
573,"573.21488","Klebsiella pneumoniae strain EuSCAPE_FR039","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
485,"485.6568","Neisseria gonorrhoeae SRR3360639","ciprofloxacin",,"16",,"16","mg/L",,,,,"EUCAST",2017,,,,"Laboratory Method",,"30510172"
573,"573.33888","Klebsiella pneumoniae strain NK1596","ciprofloxacin","Resistant",,,,,"Computational Prediction","Accuracy:0.909, F1 score:0.912, AUC:0.947","AdaBoost Classifier","PATRIC",,,,,,,,
485,"485.6961","Neisseria gonorrhoeae SRR5827242","ciprofloxacin",,"<=0.008","<=","0.008","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
573,"573.14206","Klebsiella pneumoniae KPN520ec","ciprofloxacin","Resistant",">2",">","2","mg/L","MIC",,"BD phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
485,"485.3853","Neisseria gonorrhoeae ERR2631875","ciprofloxacin",,"<=0.008","<=","0.008","mg/L","Etest",,,,,,,,,"Laboratory Method",,"31479500"
573,"573.15563","Klebsiella pneumoniae strain KSB1_4G","ciprofloxacin","Susceptible",,,,,,,"Vitek2","bioMerieux","CLSI",,,,,"Laboratory Method",,"28369261"
573,"573.13145","Klebsiella pneumoniae KPN1147ec","ciprofloxacin","Resistant",">2",">","2","mg/L","MIC",,"BD phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.33968","Klebsiella pneumoniae strain NMI7224_16","ciprofloxacin","Resistant",,,,,"Computational Prediction","Accuracy:0.909, F1 score:0.912, AUC:0.947","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.22389","Klebsiella pneumoniae strain CRK0186","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.13698","Klebsiella pneumoniae KPN1834ec","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
28901,"28901.8844","Salmonella enterica strain CVM N40938","ciprofloxacin","Susceptible","0.015","<=","0.015","mg/L","MIC",,,"Trek","CLSI",,,,,"Laboratory Method",,
485,"485.3468","Neisseria gonorrhoeae ERR1067841","ciprofloxacin",,"2",,"2","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
590,"590.16958","Salmonella enterica SRR1583139","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
573,"573.15530","Klebsiella pneumoniae strain INF305","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.34219","Klebsiella pneumoniae strain KR399","ciprofloxacin","Resistant",,,,,"Computational Prediction","Accuracy:0.909, F1 score:0.912, AUC:0.947","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.13907","Klebsiella pneumoniae KPN2084ec","ciprofloxacin","Resistant",">2",">","2","mg/L","MIC",,"BD phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.14074","Klebsiella pneumoniae KPN345ec","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.12890","Klebsiella pneumoniae 103","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.4203","Klebsiella pneumoniae strain k1436","ciprofloxacin",,"64",,"64","mg/L","agar dilution",,,,"EUCAST",2016,,,,"Laboratory Method",,"28223459"
590,"590.15453","Salmonella enterica SRR3295852","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
573,"573.18468","Klebsiella pneumoniae strain GML-KP50-Col_R-TR","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
485,"485.6891","Neisseria gonorrhoeae SRR5827171","ciprofloxacin",,"<=0.008","<=","0.008","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
485,"485.4097","Neisseria gonorrhoeae ERR3200931","ciprofloxacin",,"<=0.008","<=","0.008","mg/L","Etest",,,,,,,,,"Laboratory Method",,"31479500"
485,"485.3793","Neisseria gonorrhoeae ERR2631782","ciprofloxacin",,"0.023",,"0.023","mg/L","Etest",,,,,,,,,"Laboratory Method",,"31479500"
562,"562.57310","Escherichia coli strain 24742_1#264","ciprofloxacin","Susceptible",,,,,"broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
485,"485.3915","Neisseria gonorrhoeae ERR2631947","ciprofloxacin",,">=32",">=","32","mg/L","Etest",,,,,,,,,"Laboratory Method",,"31479500"
590,"590.14494","Salmonella enterica SRR3271882","ciprofloxacin",,"0.03",,"0.03","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
573,"573.34149","Klebsiella pneumoniae strain JX-CR-hvKP-1","ciprofloxacin","Resistant",,,,,"Computational Prediction","Accuracy:0.909, F1 score:0.912, AUC:0.947","AdaBoost Classifier","PATRIC",,,,,,,,
590,"590.14897","Salmonella enterica SRR1202997","ciprofloxacin",,"0.06",,"0.06","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
573,"573.14265","Klebsiella pneumoniae KPN593ec","ciprofloxacin","Resistant",">2",">","2","mg/L","MIC",,"BD phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
590,"590.17344","Salmonella enterica SRR3214114","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
28901,"28901.8318","Salmonella enterica strain 2014AM-1672","ciprofloxacin","Susceptible","0.015","<=","0.015","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.31136","Klebsiella pneumoniae strain D49363","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
485,"485.9700","Neisseria gonorrhoeae strain AUSMDU00005572","ciprofloxacin",,"16",,"16","mg/L","MIC",,,,"Australian Gonococcal Surveillance Programme",,,,,"Laboratory Method",,"29247013"
573,"573.20891","Klebsiella pneumoniae strain EuSCAPE_RS026","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
1243597,"1243597.3","Salmonella enterica subsp. enterica serovar Weslaco strain 172","ciprofloxacin","Susceptible",,,,,"broth microdilution",,"Sensititre, NARMS custom plate CMV3AGNF","Thermo Scientific","CLSI, NARMS",2015,,,,"Laboratory Method",,"29678910"
28901,"28901.8555","Salmonella enterica strain CVM N31391","ciprofloxacin","Susceptible","0.015","<=","0.015","mg/L","MIC",,,"Trek","CLSI",,,,,"Laboratory Method",,
485,"485.3574","Neisseria gonorrhoeae ERR1082222","ciprofloxacin",,"<=0.008","<=","0.008","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
590,"590.15635","Salmonella enterica SRR2407557","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
1684147,"1684147.4","Acinetobacter sp. 0000-0051-8448 strain 28","ciprofloxacin","Resistant","4",">=","4","mg/L","MIC",,"Vitek","BiomŽrieux","CLSI",,,,,"Laboratory Method",,
573,"573.13295","Klebsiella pneumoniae KPN1334ec","ciprofloxacin","Resistant",">2",">","2","mg/L","MIC",,"BD phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
485,"485.7736","Neisseria gonorrhoeae strain AUSMDU00006946","ciprofloxacin","Susceptible","0.004",,"0.004","mg/L","agar dilution",,,,"clsi",2016,,,,"Laboratory Method",,"29182725"
590,"590.13209","Salmonella enterica SRR1637049","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
470,"470.7368","Acinetobacter baumannii strain BL19","ciprofloxacin","Resistant","64",">","64","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.32165","Klebsiella pneumoniae strain Q1449","ciprofloxacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.14477","Klebsiella pneumoniae KPN900ec","ciprofloxacin","Resistant",">2",">","2","mg/L","MIC",,"BD phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
624,"624.1977","Shigella sonnei strain 206717","ciprofloxacin","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.29051","Klebsiella pneumoniae strain DMC-19b","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
28901,"28901.801","Salmonella enterica strain CVM 43754","ciprofloxacin","Susceptible","<=0.015","<=","0.015","mg/L","broth microdilution",,"Dehydrated Panels CMV2AGNF and CMV3AGNF","Thermo Fisher Scientific","CLSI",2015,,,,"Laboratory Method",,"27381390"
562,"562.23312","Escherichia coli O18:H1 strain ECO0964","ciprofloxacin","Susceptible",,,,,"agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
573,"573.24394","Klebsiella pneumoniae strain MUGSI_310","ciprofloxacin","Resistant","8",">","8","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
54388,"54388.250","Salmonella enterica subsp. enterica serovar Paratyphi A strain 20949_8#39","ciprofloxacin","IS",,,,,"Kirby-Bauer disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"29684021"
485,"485.6742","Neisseria gonorrhoeae SRR3361356","ciprofloxacin",,"32",,"32","mg/L",,,,,"EUCAST",2017,,,,"Laboratory Method",,"30510172"
573,"573.21705","Klebsiella pneumoniae strain EuSCAPE_ME016","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
590,"590.14633","Salmonella enterica SRR1910773","ciprofloxacin",,"0.03",,"0.03","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
573,"573.27476","Klebsiella pneumoniae strain 167I9","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.25829","Klebsiella pneumoniae strain SIKP037","ciprofloxacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.14289","Klebsiella pneumoniae KPN622ec","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
195,"195.2126","Campylobacter coli strain FSIS1606102","ciprofloxacin","Resistant","8","==","8","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
197,"197.16160","Campylobacter jejuni strain FSIS1606366","ciprofloxacin","Resistant","4","==","4","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.12520","Klebsiella pneumoniae strain 40888","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.34069","Klebsiella pneumoniae strain KP137060","ciprofloxacin","Resistant",,,,,"Computational Prediction","Accuracy:0.909, F1 score:0.912, AUC:0.947","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.24027","Klebsiella pneumoniae strain 457","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
72407,"72407.1114","Klebsiella pneumoniae subsp. pneumoniae strain DG6052","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.27610","Klebsiella pneumoniae strain S_2205","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.31313","Klebsiella pneumoniae strain MH15-174M","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
590,"590.12271","Salmonella enterica SRR3062681","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.13723","Salmonella enterica SRR2566970","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
28901,"28901.13292","Salmonella enterica strain 1774A","ciprofloxacin","Susceptible",,,,,"disk diffusion",,,,"EUCAST",2010,,,,"Laboratory Method",,"31222015"
590,"590.13061","Salmonella enterica SRR3143811","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
573,"573.26054","Klebsiella pneumoniae strain hu585","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
1160769,"1160769.8","Salmonella enterica subsp. enterica serovar Worthington strain CVM N40374","ciprofloxacin",,"=0.06","=","0.06","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","27381390"
287,"287.12772","Pseudomonas aeruginosa strain PAER_9","ciprofloxacin",,"2",,"2","mg/L","thermofisher_scientific",,,,,,,,,"Laboratory Method",,"31530672"
573,"573.14023","Klebsiella pneumoniae KPN286ec","ciprofloxacin","Resistant",">2",">","2","mg/L","MIC",,"BD phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
611,"611.73","Salmonella enterica subsp. enterica serovar Heidelberg strain CVM N30671","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","27381390"
562,"562.5429","Escherichia coli CVM N37067PS","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Trek Diagnostic Systems","CLSI",,,,,"Laboratory Method","26142410","26142410"
573,"573.20645","Klebsiella pneumoniae strain EuSCAPE_PT005","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
54388,"54388.292","Salmonella enterica subsp. enterica serovar Paratyphi A strain 201302256","ciprofloxacin","Susceptible",,,,,"disc_diffusion",,,,"eucast",2014,,,,"Laboratory Method",,"28348832"
470,"470.7678","Acinetobacter baumannii strain MRSN7220","ciprofloxacin","Resistant","2",">","2","mg/L","MIC",,"Phoenix","Becton Dickinson","CLSI",,,,,"Laboratory Method",,
573,"573.20717","Klebsiella pneumoniae strain EuSCAPE_SI026","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
624,"624.2563","Shigella sonnei strain AUSMDU00011143","ciprofloxacin","Resistant",,,,,"agar dilution or broth microdilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
562,"562.42710","Escherichia coli strain 309","ciprofloxacin","Resistant","4",">=","4","mg/L","MIC",,"Vitek","BiomŽrieux","CLSI",,,,,"Laboratory Method",,
485,"485.873","Neisseria gonorrhoeae strain WHO-O","ciprofloxacin","Susceptible","0.016",,"0.016","mg/L","MIC",,,,"CLSI",2014,,,,"Laboratory Method",,"25378573"
624,"624.2516","Shigella sonnei strain AUSMDU00010121","ciprofloxacin","Susceptible",,,,,"agar dilution or broth microdilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
485,"485.6424","Neisseria gonorrhoeae SRR2736229","ciprofloxacin",,"16",,"16","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
1402539,"1402539.3","Pseudomonas aeruginosa BWHPSA047","ciprofloxacin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,
573,"573.22081","Klebsiella pneumoniae strain EuSCAPE_ES287","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
485,"485.9061","Neisseria gonorrhoeae strain 4478STDY6638506","ciprofloxacin",,"0.03",,"0.03","mg/L","MIC",,,,"EUCAST",,,,,"Laboratory Method",,"32091356"
1438764,"1438764.3","Klebsiella pneumoniae CHS 58","ciprofloxacin","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,
72407,"72407.923","Klebsiella pneumoniae subsp. pneumoniae strain 1390/2283","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
106654,"106654.148","Acinetobacter nosocomialis strain 328","ciprofloxacin","Intermediate","2","==","2","mg/L","MIC",,"Vitek","BiomŽrieux","CLSI",,,,,"Laboratory Method",,
590,"590.12315","Salmonella enterica SRR2973728","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
611,"611.30","Salmonella enterica subsp. enterica serovar Heidelberg strain CVM N45397","ciprofloxacin","Susceptible","<=0.015","<=","0.015","mg/L","broth microdilution",,"Dehydrated Panels CMV2AGNF and CMV3AGNF","Thermo Fisher Scientific","CLSI",2015,,,,"Laboratory Method",,"27381390"
485,"485.6305","Neisseria gonorrhoeae SRR1661268","ciprofloxacin",,"4",,"4","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
192955,"192955.429","Salmonella enterica subsp. enterica serovar Kentucky strain 17-85","ciprofloxacin","Susceptible",,,,,"disk diffusion",,,"Bio-Rad","EUCAST",2014,,,,"Laboratory Method",,"31107206"
590,"590.16971","Salmonella enterica SRR3295964","ciprofloxacin",,"0.5",,"0.5","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method","28784677","30333126"
485,"485.6082","Neisseria gonorrhoeae ERR855364","ciprofloxacin",,"0.015",,"0.015","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
573,"573.14550","Klebsiella pneumoniae KPN999ec","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
590,"590.12371","Salmonella enterica SRR2637856","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
562,"562.57319","Escherichia coli strain 24742_1#248","ciprofloxacin","Susceptible",,,,,"broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
485,"485.8661","Neisseria gonorrhoeae strain 4478STDY6637802","ciprofloxacin",,"2",,"2","mg/L","MIC",,,,"EUCAST",,,,,"Laboratory Method",,"32091356"
28901,"28901.9014","Salmonella enterica strain CVM N52060","ciprofloxacin","Susceptible","0.015","<=","0.015","mg/L","MIC",,,"Trek","CLSI",,,,,"Laboratory Method",,
28901,"28901.794","Salmonella enterica strain CVM 43744","ciprofloxacin","Susceptible","=0.03","=","0.03","mg/L","broth microdilution",,"Dehydrated Panels CMV2AGNF and CMV3AGNF","Thermo Fisher Scientific","CLSI",2015,,,,"Laboratory Method",,"27381390"
590,"590.12630","Salmonella enterica SRR3180036","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.13450","Salmonella enterica SRR3223103","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
573,"573.14786","Klebsiella pneumoniae strain 43","ciprofloxacin",,">=4",">=","4","mg/L","vitek_2",,,"BioMérieux","EUCAST",2012,,,,"Laboratory Method",,"29017452"
573,"573.14282","Klebsiella pneumoniae KPN615ec","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
562,"562.50235","Escherichia coli strain URMC_77","ciprofloxacin","Resistant",">=4",">=","4","mg/L","MIC",,,,"CLSI",,,,,,,
573,"573.17696","Klebsiella pneumoniae strain COL-Kpn90","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
